quartos,banheiros,m2_interior,m2_espaco_completo,numero_andares,vista_orla,qualidade_design,m2_interior_15_vizinhos,tamanho_imovel_completo,ano_construcao_1,ano_construcao_2,ano_construcao_3,ano_construcao_4,ano_ultima_renovacao_0,ano_ultima_renovacao_1,ano_ultima_renovacao_2,ano_ultima_renovacao_3,qualidade_imovel_1.0,qualidade_imovel_2.0,qualidade_imovel_3.0,qualidade_imovel_4.0,qualidade_imovel_5.0,qualidade_vista_0.0,qualidade_vista_1.0,qualidade_vista_2.0,qualidade_vista_3.0,qualidade_vista_4.0,dia_da_semana_Friday,dia_da_semana_Monday,dia_da_semana_Saturday,dia_da_semana_Sunday,dia_da_semana_Thursday,dia_da_semana_Tuesday,dia_da_semana_Wednesday
0.0,0.5,0.46017699115044247,6.790345564659779,0.5,0.0,1.0,0.6818181818181818,-0.641772838167525,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.75,0.9203539823008849,6.152832205201283,0.5,0.0,3.0,0.9090909090909091,-0.5258877744646245,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,0.25,1.0,0.1038475240470253,-0.5,0.0,1.0,1.2840909090909092,0.9036324207102195,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0.0,-0.75,-0.672566371681416,-0.43053081581759883,-0.5,0.0,0.0,-0.7613636363636364,-0.25155868799132547,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.9026548672566371,-0.1989668685429284,1.5,0.0,2.0,-0.18181818181818182,1.0464895635673626,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-1.25,-0.5398230088495575,1.3190238688991807,-0.5,0.0,0.0,-0.3522727272727273,-0.5868799132556248,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-1.5,-0.5486725663716814,11.523334520840756,-0.5,0.0,-1.0,1.4090909090909092,-0.7525074545947411,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.25,-0.45132743362831856,-0.5587816173851087,0.0,0.0,1.0,-0.6818181818181818,1.092030360531309,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,-0.5,0.017699115044247787,-0.17153544709654436,0.0,0.0,0.0,0.5227272727272727,-0.06763350501490913,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.0,-1.25,-0.8761061946902655,0.9096900605628785,-0.5,0.0,-1.0,-0.6818181818181818,-0.5528598536188669,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.5,-0.35398230088495575,0.014784467402921268,-0.5,0.0,0.0,-0.36363636363636365,0.0811873136351316,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1.75,1.4601769911504425,0.1127538297114357,0.5,0.0,3.0,0.4431818181818182,0.18243426402819202,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.25,-0.1592920353982301,0.24634841467759175,-0.5,0.0,1.0,0.011363636363636364,0.2703984819734346,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1.0,0.25,0.17699115044247787,-0.4139650872817955,0.5,0.0,0.0,0.17045454545454544,0.02060178910273791,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.0,0.25,0.415929203539823,-0.12272889205557534,0.5,0.0,1.0,0.625,0.7417999457847656,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
-1.0,-0.5,-0.48672566371681414,-0.8001425008906305,-0.5,0.0,0.0,-0.125,2.1930062347519654,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,-0.25,-0.1504424778761062,0.10741004631278946,-0.5,0.0,0.0,-0.7159090909090909,-0.2382759555435077,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,1.7876106194690264,3.5578909868186677,0.5,0.0,2.0,1.7954545454545454,-0.4426673895364597,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.0,0.25,-0.2743362831858407,0.16512290701816887,0.5,0.0,0.0,0.0,-0.29276226619680124,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.75,0.45132743362831856,-0.7155325970787317,1.0,0.0,1.0,0.20454545454545456,2.740173488750339,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.25663716814159293,0.05325970787317421,0.5,0.0,1.0,-0.4431818181818182,0.05719707237733802,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.5,-0.7787610619469026,0.24634841467759175,-0.5,0.0,0.0,-0.10227272727272728,-0.2228246137164543,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.75,3.185840707964602,0.1239757748485928,0.5,0.0,2.0,2.1931818181818183,1.271753862835457,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1.0,-1.25,-0.8141592920353983,-0.2880299251870324,-0.5,0.0,-1.0,-0.6704545454545454,-0.20032529140688535,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-1.0,0.25,-0.6106194690265486,-1.1809761311008193,0.5,0.0,0.0,-0.625,4.4194903767958795,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,-1.25,-0.7787610619469026,-0.5587816173851087,-0.5,0.0,0.0,-0.125,1.1433992952019518,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,0.5,0.8849557522123894,0.27538297114356963,-0.5,0.0,1.0,0.4659090909090909,0.2565735971808079,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,0.25,-0.25663716814159293,0.5602066262914143,-0.5,0.0,0.0,-0.07954545454545454,-0.26362157766332334,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,0.26548672566371684,-0.24652654079087993,0.5,0.0,0.0,0.4318181818181818,-0.1652209270805096,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.25,0.6460176991150443,0.695226220163876,0.5,0.0,1.0,0.18181818181818182,0.04825155868799136,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.0,0.25,-0.168141592920354,-1.172069825436409,2.0,0.0,1.0,-0.6363636363636364,5.461778259690973,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.0,-0.75,-0.7345132743362832,-0.6419665122907018,0.0,0.0,0.0,-0.5113636363636364,0.6534291135809164,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,-1.25,-0.8141592920353983,-0.08603491271820449,-0.5,0.0,-1.0,-0.9318181818181818,-0.3430468961778259,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,-1.25,-0.5486725663716814,1.998396864980406,-0.5,0.0,0.0,-0.3409090909090909,-0.5679045811873136,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,0.25,1.7168141592920354,6.255076594228714,-0.5,0.0,1.0,0.7727272727272727,-0.6625101653564651,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0.0,-0.5,0.04424778761061947,0.06822230138938368,-0.5,0.0,1.0,0.07954545454545454,0.09053944158308494,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.5,-0.168141592920354,1.1850730317064482,-0.5,0.0,0.0,-0.2727272727272727,-0.5149091894822444,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.0,1.6106194690265487,2.644638403990025,0.5,0.0,1.0,0.9545454545454546,-0.19558145838980753,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.5,1.3008849557522124,-0.23494834342714643,0.5,0.0,2.0,1.7613636363636365,1.051775548929249,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,0.0,-0.2743362831858407,-0.07659422871392946,0.5,0.0,0.0,-0.22727272727272727,-0.28978042830035233,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-1.25,-0.5309734513274337,-0.6524759529747061,0.0,0.0,-1.0,-0.6477272727272727,-0.08240715641095145,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.0,-0.25,-0.3893805309734513,-0.27467046669041684,-0.5,0.0,0.0,-0.6931818181818182,-0.183111954459203,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2.0,0.75,0.07787610619469026,-0.4572497328108301,-0.5,0.0,0.0,0.22727272727272727,0.43575494714014645,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,0.75,1.3893805309734513,-0.2718204488778055,0.5,0.0,2.0,1.1704545454545454,0.7922201138519924,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.5,-0.24778761061946902,0.5071250445315283,-0.5,0.0,1.0,0.8977272727272727,0.6972079154242342,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.0,0.25,-0.12389380530973451,-1.12326327039544,1.5,0.0,1.0,-0.5113636363636364,3.3210897262130663,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.25,1.1238938053097345,0.10295689348058425,0.5,0.0,3.0,1.7727272727272727,0.17687720249390074,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.25,-0.22123893805309736,-0.09992874955468471,-0.5,0.0,0.0,-0.5795454545454546,-0.4531038221740308,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5,-0.4778761061946903,0.2702173138582116,-0.5,0.0,0.0,-0.5,-0.25725128761181887,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1.0,0.5,1.0530973451327434,-0.279123619522622,0.5,0.0,2.0,1.9886363636363635,0.9933586337760909,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.5,-0.19469026548672566,0.14517278232988956,-0.5,0.0,1.0,-0.045454545454545456,-0.03537544049878015,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.5,0.8053097345132744,0.0906661916636979,0.5,0.0,1.0,1.125,0.060992138791000274,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,0.75,1.2212389380530972,4.605806911293196,-0.5,0.0,2.0,2.268181818181818,-0.18948224451070747,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0,1.75,1.247787610619469,2.981296758104738,-0.5,0.0,3.0,2.3181818181818183,0.5924369747899161,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.5,0.5663716814159292,13.463306020662628,-0.5,0.0,1.0,0.17045454545454544,-0.7073732718894009,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,0.75,1.407079646017699,-0.3307801923762024,1.0,0.0,3.0,1.8295454545454546,3.319056654920032,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.25,0.4778761061946903,8.419665122907018,0.5,0.0,1.0,1.0568181818181819,-0.6705069124423962,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.0,-1.25,-0.7168141592920354,-0.2148200926255789,-0.5,0.0,-1.0,-0.7840909090909091,-0.3275955543507725,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,-0.25,0.4424778761061947,2.383861774136088,0.0,0.0,1.0,0.11363636363636363,-0.3632420710219571,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,-1.25,-1.0265486725663717,-0.8063769148557178,-0.5,0.0,-2.0,-0.9318181818181818,-0.06410951477365136,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.75,-0.6548672566371682,0.47381546134663344,-0.5,0.0,-1.0,-0.18181818181818182,-0.43616156139875295,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.25,0.37168141592920356,9.16298539365871,-0.5,0.0,1.0,0.9772727272727273,-0.6875847113038763,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,0.25,0.6283185840707964,0.2848236551478447,0.5,0.0,1.0,0.20454545454545456,-0.02670100298183788,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.75,0.17699115044247787,6.004275026718917,-0.5,0.0,0.0,-0.06818181818181818,-0.6923285443209541,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.0,-0.3008849557522124,-0.1881011756323477,-0.5,0.0,1.0,-0.14772727272727273,-0.13784223366766055,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,-0.04424778761061947,-0.3428927680798005,0.5,0.0,0.0,0.625,-0.15112496611547843,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.25,-0.39823008849557523,0.7978268614178838,-0.5,0.0,-1.0,-0.42045454545454547,-0.5187042558959067,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,-0.5,0.49557522123893805,0.28108300676879233,-0.5,0.0,0.0,0.6818181818181818,0.3509081051775549,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.5,-0.10619469026548672,0.583006768792305,0.0,0.0,-1.0,-0.3522727272727273,-0.3197343453510436,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.25,-0.6283185840707964,1.740648379052369,-0.5,0.0,-2.0,0.3409090909090909,-0.5970452697207915,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.25,2.230088495575221,0.0904880655504097,0.5,0.0,3.0,2.4431818181818183,2.9544592030360532,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2.0,-0.5,0.9557522123893806,-0.2880299251870324,-0.5,0.0,0.0,0.4431818181818182,0.05950121984277583,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.25,1.0707964601769913,0.5776629853936587,0.5,0.0,3.0,1.4659090909090908,0.1309297912713472,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.25,1.345132743362832,-0.46615603847524045,0.5,0.0,4.0,1.4204545454545454,2.738682569802114,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.0,-1.25,-0.7964601769911505,-0.46615603847524045,-0.5,0.0,0.0,-0.4090909090909091,0.5700731905665493,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.75,-0.22123893805309736,-0.6706448165301033,0.5,0.0,1.0,0.5454545454545454,3.5501490918948226,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.0,0.25,-0.168141592920354,-0.7155325970787317,0.5,0.0,1.0,0.2159090909090909,0.442802927622662,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.25,-0.46017699115044247,0.2144638403990025,-0.5,0.0,0.0,-0.4431818181818182,-0.44361615613987526,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.25,0.672566371681416,-0.4679372996081225,-0.5,0.0,1.0,0.5454545454545454,1.45608566007048,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1.0,0.0,2.061946902654867,1.6606697541859636,-0.5,0.0,2.0,1.8409090909090908,0.42531851450257513,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.0,-1.25,-0.5486725663716814,0.7570359814748843,0.0,0.0,-1.0,-1.1590909090909092,-0.5418812686364868,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.75,-0.05309734513274336,0.06163163519771998,-0.5,0.0,0.0,-0.045454545454545456,-0.3080780699376524,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.0,0.40707964601769914,1.7068044175276096,0.5,0.0,1.0,0.5,-0.42843589048522634,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,-0.5,0.23008849557522124,0.27805486284289277,-0.5,0.0,0.0,0.3409090909090909,-0.3927893738140417,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.0,-0.75,-1.0619469026548674,-0.5826505165657285,-0.5,0.0,-1.0,-1.1931818181818181,0.09623204120357833,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,1.0,0.8495575221238938,4.933737085856786,-0.5,0.0,4.0,0.07954545454545454,-0.4745188397939821,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-1.25,-0.061946902654867256,-0.32810830067687924,0.5,0.0,-1.0,-0.36363636363636365,-0.02439685551640007,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.75,1.6106194690265487,5.704132525828286,0.5,0.0,3.0,1.2386363636363635,-0.5291406885334778,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,2.0,2.265486725663717,-0.33879586747417173,0.5,0.0,0.0,0.3977272727272727,0.3632420710219571,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.25,0.1504424778761062,0.5730317064481653,-0.5,0.0,1.0,-0.10227272727272728,-0.442260775277853,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.25,-0.23008849557522124,-0.6460634128963306,0.5,0.0,0.0,-0.19318181818181818,0.3034697750067769,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.5,-0.1415929203539823,-0.4027431421446384,-0.5,0.0,0.0,-0.18181818181818182,0.6814854974247764,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.25,-0.40707964601769914,-0.33879586747417173,-0.5,0.0,0.0,-0.5,0.007454594741122313,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.25,0.3893805309734513,-0.09565372283576773,-0.5,0.0,-1.0,-0.5681818181818182,0.07983193277310925,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0.0,1.25,-0.23008849557522124,-0.9474527965799786,0.5,0.0,1.0,-0.38636363636363635,2.7872052046625098,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.25,0.9646017699115044,0.273957962237264,0.5,0.0,2.0,1.3295454545454546,-0.1785036595283274,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-1.0,-1.25,-1.079646017699115,-0.36658354114713215,-0.5,0.0,-1.0,-0.6931818181818182,-0.15031173759826505,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.25,-0.23008849557522124,0.11827573922337015,-0.5,0.0,0.0,-0.20454545454545456,-0.17687720249390074,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.5,-0.1592920353982301,3.915211970074813,-0.5,0.0,0.0,-0.3181818181818182,-0.6385199240986718,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,1.008849557522124,0.43213395083719275,-0.5,0.0,1.0,-0.23863636363636365,-0.15776633233938736,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.25,0.8495575221238938,0.24688279301745636,0.5,0.0,3.0,0.9090909090909091,1.097994036324207,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.0,0.0,-0.504424778761062,-1.134485215532597,0.5,0.0,0.0,-0.09090909090909091,4.4358904852263485,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.25,-0.168141592920354,6.950659066619166,0.5,0.0,1.0,-0.10227272727272728,-0.6724044456492274,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,0.0,-0.08849557522123894,0.14766654791592448,0.5,0.0,1.0,0.011363636363636364,-0.04621848739495794,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.0,-1.25,-0.4336283185840708,0.09618810117563235,0.0,0.0,0.0,-0.022727272727272728,-0.2172675521821632,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.5,0.8761061946902655,-0.23316708229426433,-0.5,0.0,1.0,0.14772727272727273,0.3292220113851993,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,0.25,0.5752212389380531,1.7130388314926968,-0.5,0.0,0.0,-0.09090909090909091,-0.5825426944971537,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.0,-0.5,-0.3805309734513274,-0.5017812611328821,-0.5,0.0,0.0,-0.5,0.5212794795337491,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,-0.37168141592920356,-1.1230851442821517,1.5,0.0,1.0,-0.38636363636363635,4.500813228517213,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.5,1.4867256637168142,1.5112219451371571,-0.5,0.0,2.0,2.0568181818181817,0.8216318785578748,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,0.831858407079646,-0.36355539722123265,0.5,0.0,1.0,0.5113636363636364,0.78110599078341,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0.25,0.48672566371681414,-0.47595297470609194,0.5,0.0,1.0,0.7613636363636364,1.0348332881539712,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.25,0.13274336283185842,0.5669754185963662,0.5,0.0,0.0,0.045454545454545456,-0.296828408782868,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0.25,0.8672566371681416,-0.12451015318845743,0.5,0.0,1.0,1.0,-0.13472485768500944,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,1.9557522123893805,-0.07481296758104738,0.5,0.0,3.0,2.147727272727273,1.0749525616698292,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.0,2.0,3.150442477876106,32.31795511221945,0.5,0.0,3.0,0.7159090909090909,-0.741528869612361,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.75,-0.39823008849557523,1.7741360883505521,-0.5,0.0,0.0,0.5227272727272727,-0.5271076172404445,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
-1.0,-0.75,-0.672566371681416,-1.1307445671535448,0.5,0.0,0.0,-0.1590909090909091,4.039441583084847,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,-0.5,0.2743362831858407,0.3576772354827218,-0.5,0.0,1.0,0.5227272727272727,-0.2144212523719165,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,0.75,1.0176991150442478,-0.08318489490559317,0.5,0.0,2.0,1.5454545454545454,0.8124152886961236,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,-0.5,0.08849557522123894,0.3799429996437478,-0.5,0.0,0.0,-0.19318181818181818,-0.25670913526701,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,0.0,1.2743362831858407,-0.0906661916636979,0.5,0.0,3.0,1.8295454545454546,3.382895093521279,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5,-0.24778761061946902,-0.7511578197363733,-0.5,0.0,0.0,-0.5227272727272727,1.215912171320141,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,0.25,0.39823008849557523,0.5158532240826506,0.5,0.0,1.0,0.3068181818181818,0.08823529411764712,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,0.9575221238938053,-0.2805486284289277,0.5,0.0,1.0,0.825,0.08606668473841161,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.0,-0.75,-0.18584070796460178,-0.6106163163519772,-0.5,0.0,0.0,-0.3522727272727273,0.668473841149363,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
